##Checked genes Ensembl
##date=20/5/2021
##Gene stable ID	HGNC symbol	Transcript_stable_ID
AT4G16830	RGGA	AT4G16830.1
AT1G09750	AED3	AT1G09750.1
AT3G61160		AT3G61160.2
AT3G43980	RPS29C	AT3G43980.1
AT2G12550		AT2G12550.1
AT5G62840		AT5G62840.1
AT1G27610		AT1G27610.2
AT1G33840		AT1G33840.1
AT1G66540		AT1G66540.1
AT3G45030	RPS20C	AT3G45030.1
AT1G06680	PSBP1	AT1G06680.1
AT3G19100	CRK2	AT3G19100.1
AT5G12090		AT5G12090.1
AT3G11130	CHC1	AT3G11130.1
AT4G36140		AT4G36140.1
AT2G18969		AT2G18969.1
AT4G21090	MFDX2	AT4G21090.2
AT1G02980	CUL2	AT1G02980.1
AT1G59670	GSTU15	AT1G59670.1
AT3G01480	CYP38	AT3G01480.1
AT1G09794		AT1G09794.1
AT1G51060	HTA10	AT1G51060.1
AT1G80410	EMB2753	AT1G80410.2
AT5G12150	ROPGAP6	AT5G12150.1
AT2G15450		AT2G15450.1
AT2G35935		AT2G35935.1
AT2G16070	PDV2	AT2G16070.2
AT1G80070	PRP8A	AT1G80070.1
AT2G28010		AT2G28010.1
AT1G69650		AT1G69650.1
AT1G49310		AT1G49310.1
AT3G23920	BAM1	AT3G23920.1
AT2G34210		AT2G34210.1
AT1G75460		AT1G75460.1
AT2G17820	AHK1	AT2G17820.1
AT5G64230		AT5G64230.1
AT4G10465	HIPP44	AT4G10465.1
AT4G14310		AT4G14310.2
AT5G37970		AT5G37970.1
AT4G28020		AT4G28020.1
AT3G14120	NUP107	AT3G14120.1
AT4G09510	CINV2	AT4G09510.1
AT2G26660	SPX2	AT2G26660.1
AT3G27160	GHS1	AT3G27160.2
AT4G29120		AT4G29120.1
AT5G36130		AT5G36130.1
AT5G35330	MBD2	AT5G35330.4
AT1G61660	BHLH112	AT1G61660.7
AT5G04238		AT5G04238.1
AT3G63255		AT3G63255.1
AT5G35890		AT5G35890.1
AT1G15625		AT1G15625.1
AT2G22650		AT2G22650.1
AT5G41840		AT5G41840.1
AT5G44560	VPS2.2	AT5G44560.1
AT5G05630	RMV1	AT5G05630.1
AT4G35370		AT4G35370.1
AT3G17390	METK4	AT3G17390.1
AT2G40110		AT2G40110.1
AT4G10160	ATL59	AT4G10160.1
AT1G28450	AGL58	AT1G28450.1
AT3G57390	AGL18	AT3G57390.1
AT3G29080		AT3G29080.1
AT5G51430	EYE	AT5G51430.1
AT5G67300	MYB44	AT5G67300.1
AT2G17510	EMB2763	AT2G17510.2
AT3G51350		AT3G51350.1
AT5G60160		AT5G60160.1
AT1G28710		AT1G28710.3
AT4G23885		AT4G23885.1
AT3G24520	HSFC1	AT3G24520.1
AT5G43401		AT5G43401.1
AT1G54740		AT1G54740.1
AT1G27750		AT1G27750.1
AT2G28220		AT2G28220.1
AT1G18950		AT1G18950.2
AT1G51350		AT1G51350.1
AT1G20570		AT1G20570.3
AT5G26100		AT5G26100.1
AT4G05555		AT4G05555.1
AT1G08530		AT1G08530.1
AT1G04300	TRAF1B	AT1G04300.3
AT5G64390	HEN4	AT5G64390.3
AT2G29263		AT2G29263.1
AT3G09320	PAT16	AT3G09320.1
AT1G16610	SR45	AT1G16610.3
AT2G33705		AT2G33705.1
AT2G47090		AT2G47090.1
AT1G66450		AT1G66450.2
AT1G05510	OBAP1A	AT1G05510.1
AT4G21060		AT4G21060.1
AT4G14820	PCMP-H3	AT4G14820.1
AT1G05500	SYT5	AT1G05500.1
AT1G15410		AT1G15410.1
AT1G69700	HVA22C	AT1G69700.1
AT1G06520	GPAT1	AT1G06520.1
AT1G67865		AT1G67865.1
AT3G07060	emb1974	AT3G07060.1
AT1G17060	CYP72C1	AT1G17060.1
AT2G31680	RABA5D	AT2G31680.1
AT2G20030	ATL12	AT2G20030.1
AT5G52130		AT5G52130.1
AT5G17320	HDG9	AT5G17320.1
AT2G32550		AT2G32550.2
AT3G19050	KIN12D	AT3G19050.1
AT5G06240	emb2735	AT5G06240.1
AT1G62630		AT1G62630.1
AT5G50423		AT5G50423.1
AT1G20120		AT1G20120.1
AT2G20130	LCV1	AT2G20130.1
AT2G45980	ATI1	AT2G45980.1
AT4G23600	CORI3	AT4G23600.1
AT3G23100	XRCC4	AT3G23100.2
AT4G38320	HHP5	AT4G38320.1
AT3G47610		AT3G47610.1
AT3G55550	LECRKS4	AT3G55550.1
AT3G52050		AT3G52050.3
AT3G51450	SSL7	AT3G51450.1
AT3G49180	RID3	AT3G49180.1
AT4G13210		AT4G13210.2
AT1G73040	JAL19	AT1G73040.1
AT5G50380	ATEXO70F1	AT5G50380.1
AT2G38020	VCL1	AT2G38020.1
AT5G52910	ATIM	AT5G52910.2
AT1G59540	KIN7N	AT1G59540.1
AT2G18300		AT2G18300.3
AT5G45320		AT5G45320.1
AT4G12190		AT4G12190.1
AT4G14760	NET1B	AT4G14760.2
AT5G17670		AT5G17670.1
AT4G01170		AT4G01170.1
AT4G38090		AT4G38090.1
AT1G01670	PUB56	AT1G01670.1
AT5G42210		AT5G42210.1
AT1G07930	A1	AT1G07930.1
AT3G26550		AT3G26550.1
AT3G28700		AT3G28700.1
AT3G02990	HSFA1E	AT3G02990.1
AT1G06143	EMB1444	AT1G06143.1
AT1G06840		AT1G06840.1
AT2G43270		AT2G43270.1
AT3G19840	MED35C	AT3G19840.1
AT4G28060	COX6B-3	AT4G28060.1
AT3G49055		AT3G49055.1
AT5G53990	UGT79B9	AT5G53990.1
AT1G06780	GAUT6	AT1G06780.2
AT5G05610	AL1	AT5G05610.1
AT1G27930		AT1G27930.1
AT5G55720		AT5G55720.1
AT5G53120	SPDS3	AT5G53120.6
AT5G49210		AT5G49210.1
AT4G11960	PGRL1B	AT4G11960.1
ATCG00890	NDHB.1	ATCG00890.1
AT3G12340	FKBP43	AT3G12340.1
AT5G35080	OS9	AT5G35080.1
AT1G79220		AT1G79220.1
AT1G69510		AT1G69510.2
AT4G15510	PPD1	AT4G15510.1
AT3G20930		AT3G20930.2
AT2G29640	JOSL	AT2G29640.1
AT3G61630	CRF6	AT3G61630.1
AT1G60350	anac024	AT1G60350.1
AT1G62150		AT1G62150.1
AT1G65735		AT1G65735.1
AT1G59840	CCB4	AT1G59840.2
AT2G28426		AT2G28426.1
AT3G12430		AT3G12430.1
AT5G58290	RPT3	AT5G58290.1
AT1G11700		AT1G11700.1
AT3G60410		AT3G60410.2
AT4G17550		AT4G17550.1
AT1G43815		AT1G43815.1
AT1G32361	ATL81	AT1G32361.1
AT2G34170		AT2G34170.3
AT4G26820		AT4G26820.1
AT5G05790		AT5G05790.1
AT3G56410		AT3G56410.2
AT1G11900		AT1G11900.1
AT4G25070		AT4G25070.2
AT3G23110	AtRLP37	AT3G23110.1
AT3G49250	DMS3	AT3G49250.1
AT1G30950	UFO	AT1G30950.1
AT3G07770	HSP90-6	AT3G07770.3
AT1G56145		AT1G56145.2
AT5G62780		AT5G62780.1
AT5G44690		AT5G44690.1
AT1G03550	SCAMP2	AT1G03550.1
AT3G06530		AT3G06530.4
AT3G52520		AT3G52520.1
AT1G52245		AT1G52245.1
AT1G64930	CYP89A7	AT1G64930.1
AT2G47690		AT2G47690.1
AT2G47230	DUF6	AT2G47230.2
AT4G24680	MOS1	AT4G24680.1
AT3G21465		AT3G21465.2
AT5G50370	ADK2	AT5G50370.1
AT5G39440	SnRK1.3	AT5G39440.1
AT3G51644		AT3G51644.1
AT5G03180		AT5G03180.2
AT5G02040	PRA1A1	AT5G02040.1
AT2G13680	CALS5	AT2G13680.1
AT2G46850		AT2G46850.1
AT2G31081	CLE4	AT2G31081.1
AT3G24880	EAF1A	AT3G24880.1
AT1G51500	ABCG12	AT1G51500.1
AT4G00925		AT4G00925.1
AT1G65113	SCRL2	AT1G65113.1
AT4G25500	RS40	AT4G25500.4
AT2G14500		AT2G14500.1
AT1G58200	MSL3	AT1G58200.2
AT4G39130		AT4G39130.1
AT1G62886		AT1G62886.1
AT3G21400		AT3G21400.1
AT1G77630	LYM3	AT1G77630.1
AT5G53370	ATPMEPCRF	AT5G53370.2
AT2G28610	WOX3	AT2G28610.1
AT2G41830		AT2G41830.1
AT5G01240	LAX1	AT5G01240.1
AT3G18770	ATG13B	AT3G18770.1
AT5G41080	GDPD2	AT5G41080.1
AT4G12950		AT4G12950.1
AT5G17900		AT5G17900.1
AT5G53550	YSL3	AT5G53550.5
AT5G12260		AT5G12260.1
ATMG00900	CCB256	ATMG00900.1
AT3G32180		AT3G32180.1
AT2G41730		AT2G41730.1
AT5G63700		AT5G63700.1
AT5G35300		AT5G35300.1
AT4G36440		AT4G36440.1
AT5G56420		AT5G56420.2
AT5G59580	UGT76E1	AT5G59580.1
AT4G38940		AT4G38940.1
AT5G63920	TOP3A	AT5G63920.1
AT1G13290	WIP6	AT1G13290.1
AT2G33760	PCMP-H6	AT2G33760.1
AT3G48580	XTH11	AT3G48580.1
AT1G13510		AT1G13510.1
AT3G54910		AT3G54910.2
AT5G27540	MIRO1	AT5G27540.2
AT2G33500	COL14	AT2G33500.1
AT1G09980		AT1G09980.3
AT2G05915		AT2G05915.1
AT2G26670	HO1	AT2G26670.1
AT3G29830		AT3G29830.1
AT2G34790	MEE23	AT2G34790.1
AT5G07950		AT5G07950.1
AT1G01930		AT1G01930.1
AT5G11130		AT5G11130.1
AT3G25190		AT3G25190.1
AT2G39030	NATA1	AT2G39030.1
AT5G36657		AT5G36657.1
AT1G47310		AT1G47310.1
AT1G04330		AT1G04330.1
AT4G11745		AT4G11745.1
AT3G58440		AT3G58440.1
AT1G23730	BCA3	AT1G23730.2
AT5G59200	PCMP-E41	AT5G59200.1
AT1G73065		AT1G73065.1
AT2G42380	BZIP34	AT2G42380.2
AT1G52790		AT1G52790.1
AT1G08420	BSL2	AT1G08420.1
AT3G58390	PEL2	AT3G58390.1
AT3G20970	NIFU4	AT3G20970.1
AT2G37160		AT2G37160.2
AT1G16290		AT1G16290.2
AT3G57980		AT3G57980.2
AT3G47620	TCP14	AT3G47620.1
AT1G06500		AT1G06500.3
ATMG00260	ORF101A	ATMG00260.1
AT5G56370		AT5G56370.1
AT2G34110		AT2G34110.1
AT1G53130	GRI	AT1G53130.1
AT3G06730	CITRX	AT3G06730.1
AT3G21680		AT3G21680.1
AT2G07673		AT2G07673.1
AT1G04910	OFUT1	AT1G04910.1
AT4G22160		AT4G22160.2
AT2G38100		AT2G38100.3
AT2G13100		AT2G13100.4
AT3G55140		AT3G55140.1
AT3G18130	RACK1C	AT3G18130.1
AT2G44745	WRKY12	AT2G44745.1
AT4G32210	SDH3-1	AT4G32210.1
AT3G30842	ABCG38	AT3G30842.1
AT5G35090		AT5G35090.1
AT5G52580		AT5G52580.2
AT2G29690	ASA2	AT2G29690.1
AT4G18570		AT4G18570.1
AT1G45000	RPT4B	AT1G45000.1
AT1G29310		AT1G29310.2
AT5G14960	E2FD	AT5G14960.1
AT4G14390		AT4G14390.1
AT3G07980	MAP3KE2	AT3G07980.1
AT1G30060		AT1G30060.1
AT1G57590	PAE2	AT1G57590.1
AT5G47229		AT5G47229.1
AT5G28810		AT5G28810.1
AT4G11680		AT4G11680.2
AT2G03020		AT2G03020.1
AT5G08410	FTRA2	AT5G08410.2
AT1G03390		AT1G03390.1
AT1G63170		AT1G63170.1
AT1G61590	PBL15	AT1G61590.1
AT4G40045		AT4G40045.1
ATCG00550	PSBJ	ATCG00550.1
AT1G32583	TDL1	AT1G32583.1
AT3G20910	NFYA9	AT3G20910.1
AT5G14270	BET9	AT5G14270.2
AT2G04030	HSP90-5	AT2G04030.1
AT1G31940		AT1G31940.1
AT1G09940	HEMA2	AT1G09940.1
AT1G13900	PAP2	AT1G13900.1
AT4G14272		AT4G14272.1
AT5G39024		AT5G39024.1
AT4G21500		AT4G21500.1
AT4G22640		AT4G22640.2
AT1G59077		AT1G59077.1
AT1G24530		AT1G24530.1
AT5G03120		AT5G03120.2
AT3G59150		AT3G59150.1
AT1G30220	INT2	AT1G30220.1
AT4G18050	PGP9	AT4G18050.2
AT4G03443		AT4G03443.1
AT4G35610		AT4G35610.1
AT5G55700	BAM4	AT5G55700.1
AT3G50000	CKA2	AT3G50000.1
AT3G01660		AT3G01660.1
AT3G49360	PGL2	AT3G49360.1
AT3G15840	PIFI	AT3G15840.1
AT3G25670		AT3G25670.1
AT1G52160	TRZ3	AT1G52160.1
AT2G14910		AT2G14910.1
AT4G38405		AT4G38405.1
AT2G43030	RPL3A	AT2G43030.1
AT1G32310	SAMBA	AT1G32310.1
AT2G35670	FIS2	AT2G35670.1
AT1G72480		AT1G72480.1
AT3G58420		AT3G58420.1
AT3G57950		AT3G57950.1
AT1G74470	CHLP	AT1G74470.1
ATCG00800	RPS3	ATCG00800.1
AT3G12920	BRG3	AT3G12920.1
AT5G26180		AT5G26180.3
AT3G04360		AT3G04360.1
AT5G23470		AT5G23470.1
AT1G09520		AT1G09520.1
AT1G80940		AT1G80940.1
AT3G09200	RPP0B	AT3G09200.1
AT5G37690		AT5G37690.1
AT3G19430		AT3G19430.2
AT3G55590		AT3G55590.1
AT5G42940	RHG1A	AT5G42940.1
AT5G49690	UGT91C1	AT5G49690.1
AT1G79740		AT1G79740.1
AT5G09940		AT5G09940.1
AT4G09990	GXM2	AT4G09990.1
AT2G17860		AT2G17860.1
AT5G64130		AT5G64130.3
AT5G25400		AT5G25400.1
AT3G21260	GLTP3	AT3G21260.3
ATMG00710	ORF120	ATMG00710.1
AT3G49950	SCL32	AT3G49950.1
AT4G02280	SUS3	AT4G02280.1
AT5G14800	PROC1	AT5G14800.1
AT4G34419		AT4G34419.1
AT4G20610	CRRSP48	AT4G20610.1
AT5G26930	GATA23	AT5G26930.1
AT1G62160		AT1G62160.1
AT2G04495		AT2G04495.1
AT4G18230		AT4G18230.3
AT1G49400	emb1129	AT1G49400.1
AT1G19115		AT1G19115.4
AT4G06599		AT4G06599.1
AT1G60200		AT1G60200.1
AT5G36710		AT5G36710.2
AT5G28420		AT5G28420.1
AT5G58340		AT5G58340.1
AT3G53540		AT3G53540.2
AT5G52620		AT5G52620.1
AT5G50860		AT5G50860.1
AT1G01470	LEA14	AT1G01470.1
AT1G56200	emb1303	AT1G56200.1
AT2G02455		AT2G02455.1
AT1G78390	NCED9	AT1G78390.1
AT1G26290		AT1G26290.1
AT5G10740		AT5G10740.1
AT1G21480		AT1G21480.1
AT3G06760		AT3G06760.2
AT3G26060	ATPRX Q	AT3G26060.2
AT5G51910	TCP19	AT5G51910.1
AT5G48400	GLR1.2	AT5G48400.2
AT1G23960		AT1G23960.2
AT1G70710	CEL1	AT1G70710.1
AT2G20550		AT2G20550.2
AT1G66240	ATX1	AT1G66240.1
AT5G49580		AT5G49580.1
AT2G22170	PLAT2	AT2G22170.1
AT4G21000	ACA6	AT4G21000.1
AT3G14680	CYP72A14	AT3G14680.1
AT3G17890		AT3G17890.1
AT1G28760		AT1G28760.1
AT4G35770	STR15	AT4G35770.1
AT2G32280		AT2G32280.1
AT1G47370		AT1G47370.1
AT4G37200	HCF164	AT4G37200.1
AT3G66652	FIPS3	AT3G66652.3
AT3G55280	RPL23AB	AT3G55280.1
AT5G51960		AT5G51960.2
AT3G20110	CYP705A20	AT3G20110.1
AT3G16350		AT3G16350.1
AT1G03800	ERF10	AT1G03800.1
AT5G60615		AT5G60615.1
AT5G16570	GLN1-4	AT5G16570.1
AT1G78980	SRF5	AT1G78980.1
AT1G63210		AT1G63210.1
AT1G20550	OFUT6	AT1G20550.1
AT3G49130		AT3G49130.1
AT3G48120		AT3G48120.1
AT4G00830	LIF2	AT4G00830.2
AT2G47440		AT2G47440.1
AT4G33950	SRK2E	AT4G33950.1
AT4G10450	RPL9D	AT4G10450.1
AT4G10960	UGE5	AT4G10960.1
AT2G28050		AT2G28050.1
AT4G19670		AT4G19670.1
AT1G13110	CYP71B7	AT1G13110.1
AT1G34420		AT1G34420.1
AT1G02130	RABD2A	AT1G02130.1
AT3G03773		AT3G03773.2
AT1G44414		AT1G44414.1
AT2G25450	GSL-OH	AT2G25450.1
AT4G21380	SD18	AT4G21380.1
AT2G03590	UPS1	AT2G03590.1
AT1G14870	PCR2	AT1G14870.1
AT1G45249	ABF2	AT1G45249.6
AT1G21866		AT1G21866.1
AT5G04380		AT5G04380.3
AT3G57590		AT3G57590.1
AT2G04425	LCR82	AT2G04425.1
AT4G18260		AT4G18260.1
AT3G15420		AT3G15420.1
AT1G29770		AT1G29770.1
AT5G19780	TUBA3	AT5G19780.1
AT4G36950	MAPKKK21	AT4G36950.1
AT3G01020	ISU2	AT3G01020.1
AT2G33550	ASR3	AT2G33550.1
AT2G39700	EXPA4	AT2G39700.1
AT3G44580		AT3G44580.1
AT3G50590		AT3G50590.1
AT1G54730		AT1G54730.2
AT4G34540	PLR3	AT4G34540.1
AT3G23970		AT3G23970.1
AT2G28305	LOG1	AT2G28305.1
AT1G78630	RPL13	AT1G78630.1
AT2G04350	LACS8	AT2G04350.1
AT5G36661		AT5G36661.1
AT1G24360		AT1G24360.1
AT1G36095		AT1G36095.1
AT5G38600		AT5G38600.1
AT1G64640	ENODL8	AT1G64640.1
AT2G35170		AT2G35170.1
AT3G15750		AT3G15750.1
AT1G57610		AT1G57610.1
AT5G46020		AT5G46020.1
AT5G37478		AT5G37478.1
AT3G23900		AT3G23900.4
AT3G60350	ARABIDILLO-2	AT3G60350.1
AT4G30270	XTH24	AT4G30270.1
AT5G24155		AT5G24155.1
AT5G36805		AT5G36805.1
AT4G05230		AT4G05230.1
AT4G20160		AT4G20160.2
AT5G63690		AT5G63690.1
AT1G26550		AT1G26550.1
AT4G09100	ATL39	AT4G09100.1
AT1G62440	LRX2	AT1G62440.1
AT1G77280		AT1G77280.2
AT3G01390	VHA-G1	AT3G01390.3
AT4G33980		AT4G33980.2
AT1G40087		AT1G40087.1
AT4G28160		AT4G28160.1
AT3G49330		AT3G49330.2
AT4G20760		AT4G20760.2
AT2G19365		AT2G19365.1
AT1G80500		AT1G80500.2
AT3G50770	CML41	AT3G50770.1
AT2G47520	ERF071	AT2G47520.1
AT5G39650	DMP9	AT5G39650.1
AT5G48110		AT5G48110.1
AT3G27180		AT3G27180.1
AT2G02700		AT2G02700.1
AT5G23350		AT5G23350.1
AT1G70770		AT1G70770.2
AT3G23605	PUX12	AT3G23605.1
AT1G73140	TBL31	AT1G73140.1
AT1G61430		AT1G61430.1
AT1G75760		AT1G75760.1
AT5G38530	TSBtype2	AT5G38530.1
AT1G01200	RABA3	AT1G01200.1
AT3G15356	LEC	AT3G15356.1
AT2G38760	ANN3	AT2G38760.1
AT1G10270	GRP23	AT1G10270.1
AT4G14105		AT4G14105.1
AT3G19180	CDP1	AT3G19180.1
AT1G10850		AT1G10850.1
AT3G10560	UNE9	AT3G10560.1
AT5G54760		AT5G54760.3
AT1G27960	ECT9	AT1G27960.1
AT2G04900		AT2G04900.1
AT5G64940	ATATH13	AT5G64940.1
AT5G56700		AT5G56700.2
AT3G50950	RPP13L4	AT3G50950.1
AT4G21430	B160	AT4G21430.1
AT1G31190	IMPL1	AT1G31190.1
AT1G18480	SLP2	AT1G18480.1
AT2G21010		AT2G21010.1
AT3G20000	TOM40-1	AT3G20000.1
AT2G15025		AT2G15025.1
AT3G26110		AT3G26110.1
AT3G28170		AT3G28170.1
AT3G49140		AT3G49140.1
AT1G02930	GSTF6	AT1G02930.1
AT1G06137		AT1G06137.1
AT4G20990	ACA4	AT4G20990.1
AT1G20290		AT1G20290.1
AT5G03870		AT5G03870.1
AT4G26290		AT4G26290.1
AT3G29670	PMAT2	AT3G29670.1
AT4G11260	SGT1B	AT4G11260.1
AT4G01060	ETC3	AT4G01060.1
AT1G28280	VQ4	AT1G28280.1
AT5G60520		AT5G60520.1
AT4G19600	CYCT1-4	AT4G19600.1
AT5G15060	LBD34	AT5G15060.1
AT3G17225		AT3G17225.1
AT3G54740		AT3G54740.3
AT2G43640	SRP14	AT2G43640.1
AT4G38120		AT4G38120.3
AT3G52900		AT3G52900.1
AT2G41950		AT2G41950.1
AT5G26210	AL4	AT5G26210.1
AT3G27320	CXE11	AT3G27320.1
AT2G05330		AT2G05330.1
AT5G64140	RPS28C	AT5G64140.1
AT3G16930		AT3G16930.1
AT1G60280	ANAC023	AT1G60280.1
AT2G02795		AT2G02795.1
AT4G11420	TIF3A1	AT4G11420.1
AT3G01500	BCA1	AT3G01500.2
AT5G41430		AT5G41430.1
AT3G18250		AT3G18250.1
AT4G36600		AT4G36600.2
AT5G36910	THI2.2	AT5G36910.1
AT3G46700	UGT76E3	AT3G46700.1
AT1G03360	RRP4	AT1G03360.1
AT3G45275		AT3G45275.1
AT2G36854		AT2G36854.1
AT5G10660		AT5G10660.2
AT2G09990	RPS16A	AT2G09990.1
AT3G06400	CHR11	AT3G06400.3
AT3G52260		AT3G52260.3
AT5G64400		AT5G64400.2
AT3G29645		AT3G29645.1
AT3G17910	SURF1	AT3G17910.1
AT4G33590		AT4G33590.1
AT4G34710	ADC2	AT4G34710.1
AT5G64010		AT5G64010.1
AT2G43510	ATTI1	AT2G43510.1
AT1G60160	POT12	AT1G60160.1
AT4G09020	ISA3	AT4G09020.1
AT3G07720		AT3G07720.1
AT3G09770	LOG2	AT3G09770.1
AT4G38825		AT4G38825.1
AT1G56430	NAS4	AT1G56430.1
AT4G16330		AT4G16330.2
AT4G23920	UGE2	AT4G23920.1
AT1G28490	SYP61	AT1G28490.1
AT1G54100	ALDH7B4	AT1G54100.2
AT3G14890	ZDP	AT3G14890.1
AT4G21780		AT4G21780.2
AT3G26120	TEL1	AT3G26120.1
AT5G15320		AT5G15320.1
AT5G04500		AT5G04500.1
AT5G64690		AT5G64690.1
AT2G30020		AT2G30020.1
AT4G30580	LPAT1	AT4G30580.1
AT1G56080		AT1G56080.1
AT5G51790		AT5G51790.3
AT1G68260	ALT3	AT1G68260.1
AT3G12470		AT3G12470.1
AT1G72860		AT1G72860.2
AT1G73510		AT1G73510.1
AT5G43513	LURE1.3	AT5G43513.1
AT3G04630	WDL1	AT3G04630.3
AT5G44574		AT5G44574.1
AT5G15537		AT5G15537.1
AT3G18240		AT3G18240.1
AT5G17450	HIPP21	AT5G17450.1
AT3G49820		AT3G49820.1
AT4G36580		AT4G36580.1
AT5G40153		AT5G40153.1
AT4G37500		AT4G37500.1
AT3G55720		AT3G55720.1
AT1G68800	BRC2	AT1G68800.2
AT4G06655		AT4G06655.1
AT1G04950	TAF6	AT1G04950.3
AT4G13960		AT4G13960.2
AT2G15610		AT2G15610.1
AT1G36920		AT1G36920.1
AT4G05091		AT4G05091.1
AT3G16240	TIP2-1	AT3G16240.1
AT1G29965	RPL18AA	AT1G29965.1
AT5G10420	DTX26	AT5G10420.1
AT4G23190	CRK11	AT4G23190.1
AT4G11280	ACS6	AT4G11280.1
AT5G27290		AT5G27290.1
AT4G31875		AT4G31875.1
AT1G68010	HPR	AT1G68010.2
AT1G68190		AT1G68190.2
AT4G37240		AT4G37240.1
AT1G29700		AT1G29700.2
AT3G57670	WIP2	AT3G57670.1
AT1G68030		AT1G68030.1
AT3G12580	MED37C	AT3G12580.1
AT5G37474		AT5G37474.1
AT2G30840		AT2G30840.1
AT4G01580		AT4G01580.1
AT5G39610	NAC92	AT5G39610.1
AT1G63840		AT1G63840.1
AT2G43230		AT2G43230.2
AT5G60450	ARF4	AT5G60450.1
AT5G11330		AT5G11330.1
AT3G43590		AT3G43590.1
AT3G23320		AT3G23320.1
AT1G01030	NGA3	AT1G01030.1
AT5G67270	EB1C	AT5G67270.1
AT2G02970	APY6	AT2G02970.1
AT2G40030	NRPE1	AT2G40030.1
AT1G14040	PHO1;H3	AT1G14040.1
AT5G48530		AT5G48530.1
AT5G25810	TINY	AT5G25810.1
AT5G47380		AT5G47380.1
AT5G38960		AT5G38960.1
AT1G58807	RDL5	AT1G58807.1
AT1G80190	PSF1	AT1G80190.5
AT5G61605	ESFL10	AT5G61605.1
AT2G02050		AT2G02050.1
AT5G49540		AT5G49540.1
AT2G21960		AT2G21960.1
AT1G68765	IDA	AT1G68765.1
AT5G08200		AT5G08200.1
AT5G24320		AT5G24320.2
AT5G40230		AT5G40230.1
AT3G27230		AT3G27230.1
AT3G02730	TRXF1	AT3G02730.1
AT2G13800	SERK5	AT2G13800.3
AT5G16100		AT5G16100.2
AT1G04230		AT1G04230.1
AT3G02810	LIP2	AT3G02810.1
AT4G03175		AT4G03175.1
AT3G54010	PAS1	AT3G54010.1
AT3G04000	ChlADR2	AT3G04000.1
AT1G06980		AT1G06980.1
AT1G65490		AT1G65490.2
AT3G49540		AT3G49540.1
AT3G50340		AT3G50340.1
AT3G47930	GLDH	AT3G47930.1
AT1G62750	CPEFG	AT1G62750.1
AT4G01535		AT4G01535.1
AT2G20618		AT2G20618.1
AT4G18890	BEH3	AT4G18890.1
AT1G17090		AT1G17090.1
AT3G50530	CRK	AT3G50530.2
AT2G17480	MLO8	AT2G17480.1
AT4G29103		AT4G29103.1
AT5G45290		AT5G45290.2
AT5G39770		AT5G39770.1
AT5G07700	MYB76	AT5G07700.2
AT3G47170		AT3G47170.1
AT2G11005		AT2G11005.1
AT2G26280	CID7	AT2G26280.3
AT2G13790	SERK4	AT2G13790.1
AT3G15220		AT3G15220.1
AT4G39000	AtGH9B17	AT4G39000.1
AT4G12610	RAP74	AT4G12610.2
AT3G54240		AT3G54240.1
AT1G31160	HINT 2	AT1G31160.1
AT3G28570		AT3G28570.2
AT2G30440	TPP1	AT2G30440.1
AT2G40400	RER5	AT2G40400.1
AT1G71860	PTP1	AT1G71860.1
AT4G16060		AT4G16060.1
AT5G57800	CER3	AT5G57800.1
AT1G45230	DCL	AT1G45230.1
AT2G16620		AT2G16620.1
AT5G51180		AT5G51180.1
AT1G26590		AT1G26590.2
AT1G77180	SKIP	AT1G77180.2
AT1G47786		AT1G47786.1
AT3G49440		AT3G49440.1
AT3G44700		AT3G44700.1
AT5G60590		AT5G60590.2
AT2G31440		AT2G31440.1
AT3G11940	RPS5B	AT3G11940.2
AT5G54220		AT5G54220.1
AT3G42950		AT3G42950.1
AT2G37810		AT2G37810.1
AT1G55880		AT1G55880.1
AT5G62810	PEX14	AT5G62810.1
AT3G29160	KIN11	AT3G29160.1
AT4G11820	HMGS	AT4G11820.2
AT5G06590		AT5G06590.1
AT4G14615		AT4G14615.1
AT5G14570	NRT2.7	AT5G14570.1
AT2G33730	RH21	AT2G33730.1
AT1G29500	SAUR66	AT1G29500.1
AT2G26380		AT2G26380.1
AT2G21810		AT2G21810.1
AT4G36640		AT4G36640.3
AT2G05510		AT2G05510.1
AT1G25490	PP2AA1	AT1G25490.1
AT2G35410		AT2G35410.1
AT2G42450		AT2G42450.1
AT1G50770		AT1G50770.1
AT2G35330		AT2G35330.1
AT3G57830		AT3G57830.1
AT4G17980	anac071	AT4G17980.2
AT1G76150	ECH2	AT1G76150.1
AT5G07410	PME48	AT5G07410.1
AT3G61740	ATX3	AT3G61740.1
AT4G35570	HMGB5	AT4G35570.1
AT2G46700	CRK3	AT2G46700.1
AT3G59320		AT3G59320.1
AT4G22700	LBD32	AT4G22700.1
AT3G13845		AT3G13845.2
AT1G12663		AT1G12663.1
AT2G26640	KCS11	AT2G26640.1
AT4G11170		AT4G11170.1
AT1G33102		AT1G33102.1
AT2G22050		AT2G22050.1
AT1G13550		AT1G13550.1
AT4G28270	RMA2	AT4G28270.1
AT3G24670		AT3G24670.1
AT4G31500	CYP83B1	AT4G31500.1
AT3G15130	PCMP-H86	AT3G15130.1
AT1G48285		AT1G48285.1
AT4G28660	PSB28	AT4G28660.2
AT2G23360	FPP7	AT2G23360.1
AT3G10380	SEC8	AT3G10380.1
AT5G06030	SPH28	AT5G06030.1
AT4G18220	PUP21	AT4G18220.1
